agent_job_audit_id,agent_server_scheduler_id,job_start_dt,job_completed_dt,job_next_run_dt,-,status,pid,rows|sec
"252494677","987","2014-11-20 23:20:01","2014-11-20 23:20:01","2014-11-20 23:25:00",\N,"COMPLETED","29055","0"
"252499987","987","2014-11-20 23:25:01",\N,"2014-11-20 23:25:00",\N,"STARTING","37566",\N
"252500258","987","2014-11-20 23:25:01","2014-11-20 23:25:02","2014-11-20 23:30:00",\N,"COMPLETED","37566","1"
"252504965","987","2014-11-20 23:30:01",\N,"2014-11-20 23:30:00",\N,"STARTING","47121",\N
"252505137","987","2014-11-20 23:30:01","2014-11-20 23:30:02","2014-11-20 23:35:00",\N,"COMPLETED","47121","1"
"252509746","987","2014-11-20 23:35:01",\N,"2014-11-20 23:35:00",\N,"STARTING","6349",\N
"252510266","987","2014-11-20 23:35:01","2014-11-20 23:35:02","2014-11-20 23:40:00",\N,"COMPLETED","6349","1"
"252514845","987","2014-11-20 23:40:01",\N,"2014-11-20 23:40:00",\N,"STARTING","15769",\N
"252515043","987","2014-11-20 23:40:01","2014-11-20 23:40:01","2014-11-20 23:45:00",\N,"COMPLETED","15769","0"
"252520086","987","2014-11-20 23:45:01",\N,"2014-11-20 23:45:00",\N,"STARTING","24554",\N
"252520620","987","2014-11-20 23:45:01","2014-11-20 23:45:02","2014-11-20 23:50:00",\N,"COMPLETED","24554","1"
"252525158","987","2014-11-20 23:50:01",\N,"2014-11-20 23:50:00",\N,"STARTING","34140",\N
"252525355","987","2014-11-20 23:50:01","2014-11-20 23:50:01","2014-11-20 23:55:00",\N,"COMPLETED","34140","0"
"252530818","987","2014-11-20 23:55:02",\N,"2014-11-20 23:55:00",\N,"STARTING","42356",\N
"252530975","987","2014-11-20 23:55:02","2014-11-20 23:55:03","2014-11-21 00:00:00",\N,"COMPLETED","42356","1"
"252535551","987","2014-11-21 00:00:01",\N,"2014-11-21 00:00:00",\N,"STARTING","3661",\N
"252535691","987","2014-11-21 00:00:01","2014-11-21 00:00:01","2014-11-21 00:05:00",\N,"COMPLETED","3661","0"
"252540881","987","2014-11-21 00:05:01",\N,"2014-11-21 00:05:00",\N,"STARTING","10941",\N
"252541194","987","2014-11-21 00:05:01","2014-11-21 00:05:02","2014-11-21 00:10:00",\N,"COMPLETED","10941","1"
"252545953","987","2014-11-21 00:10:02",\N,"2014-11-21 00:10:00",\N,"STARTING","17270",\N
"252546094","987","2014-11-21 00:10:02","2014-11-21 00:10:02","2014-11-21 00:15:00",\N,"COMPLETED","17270","0"
"252550623","987","2014-11-21 00:15:01",\N,"2014-11-21 00:15:00",\N,"STARTING","24997",\N
"252551327","987","2014-11-21 00:15:01","2014-11-21 00:15:02","2014-11-21 00:20:00",\N,"COMPLETED","24997","1"
"252555572","987","2014-11-21 00:20:01",\N,"2014-11-21 00:20:00",\N,"STARTING","31112",\N
"252555922","987","2014-11-21 00:20:01","2014-11-21 00:20:01","2014-11-21 00:25:00",\N,"COMPLETED","31112","0"
"252560896","987","2014-11-21 00:25:01",\N,"2014-11-21 00:25:00",\N,"STARTING","38447",\N
"252561424","987","2014-11-21 00:25:01","2014-11-21 00:25:02","2014-11-21 00:30:00",\N,"COMPLETED","38447","1"
"252566012","987","2014-11-21 00:30:01",\N,"2014-11-21 00:30:00",\N,"STARTING","44714",\N
"252566227","987","2014-11-21 00:30:01","2014-11-21 00:30:02","2014-11-21 00:35:00",\N,"COMPLETED","44714","1"
"252571327","987","2014-11-21 00:35:02",\N,"2014-11-21 00:35:00",\N,"STARTING","3247",\N
"252571510","987","2014-11-21 00:35:02","2014-11-21 00:35:02","2014-11-21 00:40:00",\N,"COMPLETED","3247","0"
"252576423","987","2014-11-21 00:40:02",\N,"2014-11-21 00:40:00",\N,"STARTING","10057",\N
"252576558","987","2014-11-21 00:40:02","2014-11-21 00:40:02","2014-11-21 00:45:00",\N,"COMPLETED","10057","0"
"252580926","987","2014-11-21 00:45:01",\N,"2014-11-21 00:45:00",\N,"STARTING","17583",\N
"252581652","987","2014-11-21 00:45:01","2014-11-21 00:45:02","2014-11-21 00:50:00",\N,"COMPLETED","17583","1"
"252586119","987","2014-11-21 00:50:01",\N,"2014-11-21 00:50:00",\N,"STARTING","24926",\N
"252586467","987","2014-11-21 00:50:01","2014-11-21 00:50:01","2014-11-21 00:55:00",\N,"COMPLETED","24926","0"
"252591542","987","2014-11-21 00:55:01",\N,"2014-11-21 00:55:00",\N,"STARTING","32190",\N
"252591961","987","2014-11-21 00:55:01","2014-11-21 00:55:02","2014-11-21 01:00:00",\N,"COMPLETED","32190","1"
"252596562","987","2014-11-21 01:00:01",\N,"2014-11-21 01:00:00",\N,"STARTING","39539",\N
"252596764","987","2014-11-21 01:00:01","2014-11-21 01:00:01","2014-11-21 01:05:00",\N,"COMPLETED","39539","0"
"252602028","987","2014-11-21 01:05:02",\N,"2014-11-21 01:05:00",\N,"STARTING","46348",\N
"252602213","987","2014-11-21 01:05:02","2014-11-21 01:05:03","2014-11-21 01:10:00",\N,"COMPLETED","46348","1"
"252607147","987","2014-11-21 01:10:02",\N,"2014-11-21 01:10:00",\N,"STARTING","3137",\N
"252607236","987","2014-11-21 01:10:02","2014-11-21 01:10:02","2014-11-21 01:15:00",\N,"COMPLETED","3137","0"
"252611656","987","2014-11-21 01:15:01",\N,"2014-11-21 01:15:00",\N,"STARTING","11464",\N
"252612307","987","2014-11-21 01:15:01","2014-11-21 01:15:02","2014-11-21 01:20:00",\N,"COMPLETED","11464","1"
"252616634","987","2014-11-21 01:20:01",\N,"2014-11-21 01:20:00",\N,"STARTING","17497",\N
"252617017","987","2014-11-21 01:20:01","2014-11-21 01:20:01","2014-11-21 01:25:00",\N,"COMPLETED","17497","0"
"252622109","987","2014-11-21 01:25:01",\N,"2014-11-21 01:25:00",\N,"STARTING","25055",\N
"252622459","987","2014-11-21 01:25:01","2014-11-21 01:25:02","2014-11-21 01:30:00",\N,"COMPLETED","25055","1"
"252627244","987","2014-11-21 01:30:01",\N,"2014-11-21 01:30:00",\N,"STARTING","31754",\N
"252627379","987","2014-11-21 01:30:01","2014-11-21 01:30:02","2014-11-21 01:35:00",\N,"COMPLETED","31754","1"
"252632463","987","2014-11-21 01:35:02",\N,"2014-11-21 01:35:00",\N,"STARTING","38800",\N
"252632631","987","2014-11-21 01:35:02","2014-11-21 01:35:03","2014-11-21 01:40:00",\N,"COMPLETED","38800","1"
"252637562","987","2014-11-21 01:40:02",\N,"2014-11-21 01:40:00",\N,"STARTING","45395",\N
"252637651","987","2014-11-21 01:40:02","2014-11-21 01:40:02","2014-11-21 01:45:00",\N,"COMPLETED","45395","0"
"252642199","987","2014-11-21 01:45:01",\N,"2014-11-21 01:45:00",\N,"STARTING","4138",\N
"252642801","987","2014-11-21 01:45:01","2014-11-21 01:45:02","2014-11-21 01:50:00",\N,"COMPLETED","4138","1"
"252647210","987","2014-11-21 01:50:01",\N,"2014-11-21 01:50:00",\N,"STARTING","10937",\N
"252647567","987","2014-11-21 01:50:01","2014-11-21 01:50:01","2014-11-21 01:55:00",\N,"COMPLETED","10937","0"
"252652783","987","2014-11-21 01:55:01",\N,"2014-11-21 01:55:00",\N,"STARTING","18166",\N
"252653110","987","2014-11-21 01:55:01","2014-11-21 01:55:02","2014-11-21 02:00:00",\N,"COMPLETED","18166","1"
"252657738","987","2014-11-21 02:00:01",\N,"2014-11-21 02:00:00",\N,"STARTING","24770",\N
"252657964","987","2014-11-21 02:00:01","2014-11-21 02:00:02","2014-11-21 02:05:00",\N,"COMPLETED","24770","1"
"252663173","987","2014-11-21 02:05:02",\N,"2014-11-21 02:05:00",\N,"STARTING","32260",\N
"252663332","987","2014-11-21 02:05:02","2014-11-21 02:05:03","2014-11-21 02:10:00",\N,"COMPLETED","32260","1"
"252668301","987","2014-11-21 02:10:02",\N,"2014-11-21 02:10:00",\N,"STARTING","38781",\N
"252668367","987","2014-11-21 02:10:02","2014-11-21 02:10:02","2014-11-21 02:15:00",\N,"COMPLETED","38781","0"
"252672776","987","2014-11-21 02:15:01",\N,"2014-11-21 02:15:00",\N,"STARTING","46383",\N
"252673430","987","2014-11-21 02:15:01","2014-11-21 02:15:02","2014-11-21 02:20:00",\N,"COMPLETED","46383","1"
"252677740","987","2014-11-21 02:20:01",\N,"2014-11-21 02:20:00",\N,"STARTING","4049",\N
"252677939","987","2014-11-21 02:20:01","2014-11-21 02:20:01","2014-11-21 02:25:00",\N,"COMPLETED","4049","0"
"252683267","987","2014-11-21 02:25:01",\N,"2014-11-21 02:25:00",\N,"STARTING","11699",\N
"252683479","987","2014-11-21 02:25:01","2014-11-21 02:25:02","2014-11-21 02:30:00",\N,"COMPLETED","11699","1"
"252688004","987","2014-11-21 02:30:01",\N,"2014-11-21 02:30:00",\N,"STARTING","19113",\N
"252688059","987","2014-11-21 02:30:01","2014-11-21 02:30:01","2014-11-21 02:35:00",\N,"COMPLETED","19113","0"
"252692700","987","2014-11-21 02:35:01",\N,"2014-11-21 02:35:00",\N,"STARTING","25917",\N
"252693423","987","2014-11-21 02:35:01","2014-11-21 02:35:02","2014-11-21 02:40:00",\N,"COMPLETED","25917","1"
"252697735","987","2014-11-21 02:40:01",\N,"2014-11-21 02:40:00",\N,"STARTING","32559",\N
"252697868","987","2014-11-21 02:40:01","2014-11-21 02:40:01","2014-11-21 02:45:00",\N,"COMPLETED","32559","0"
"252702880","987","2014-11-21 02:45:01",\N,"2014-11-21 02:45:00",\N,"STARTING","40241",\N
"252703556","987","2014-11-21 02:45:01","2014-11-21 02:45:02","2014-11-21 02:50:00",\N,"COMPLETED","40241","1"
"252708078","987","2014-11-21 02:50:01",\N,"2014-11-21 02:50:00",\N,"STARTING","46599",\N
"252708339","987","2014-11-21 02:50:01","2014-11-21 02:50:01","2014-11-21 02:55:00",\N,"COMPLETED","46599","0"
"252713411","987","2014-11-21 02:55:01",\N,"2014-11-21 02:55:00",\N,"STARTING","5080",\N
"252713843","987","2014-11-21 02:55:01","2014-11-21 02:55:02","2014-11-21 03:00:00",\N,"COMPLETED","5080","1"
"252718631","987","2014-11-21 03:00:01",\N,"2014-11-21 03:00:00",\N,"STARTING","12055",\N
"252718720","987","2014-11-21 03:00:01","2014-11-21 03:00:02","2014-11-21 03:05:00",\N,"COMPLETED","12055","1"
"252723220","987","2014-11-21 03:05:01",\N,"2014-11-21 03:05:00",\N,"STARTING","19124",\N
"252723728","987","2014-11-21 03:05:01","2014-11-21 03:05:02","2014-11-21 03:10:00",\N,"COMPLETED","19124","1"
"252728248","987","2014-11-21 03:10:01",\N,"2014-11-21 03:10:00",\N,"STARTING","26077",\N
"252728358","987","2014-11-21 03:10:01","2014-11-21 03:10:01","2014-11-21 03:15:00",\N,"COMPLETED","26077","0"
"252733528","987","2014-11-21 03:15:01",\N,"2014-11-21 03:15:00",\N,"STARTING","33276",\N
"252734095","987","2014-11-21 03:15:01","2014-11-21 03:15:02","2014-11-21 03:20:00",\N,"COMPLETED","33276","1"
"252738533","987","2014-11-21 03:20:01",\N,"2014-11-21 03:20:00",\N,"STARTING","40226",\N
"252738712","987","2014-11-21 03:20:01","2014-11-21 03:20:01","2014-11-21 03:25:00",\N,"COMPLETED","40226","0"
"252743899","987","2014-11-21 03:25:01",\N,"2014-11-21 03:25:00",\N,"STARTING","47795",\N
"252744181","987","2014-11-21 03:25:01","2014-11-21 03:25:02","2014-11-21 03:30:00",\N,"COMPLETED","47795","1"
"252749044","987","2014-11-21 03:30:02",\N,"2014-11-21 03:30:00",\N,"STARTING","6071",\N
"252749106","987","2014-11-21 03:30:02","2014-11-21 03:30:02","2014-11-21 03:35:00",\N,"COMPLETED","6071","0"
"252753533","987","2014-11-21 03:35:01",\N,"2014-11-21 03:35:00",\N,"STARTING","13046",\N
"252754211","987","2014-11-21 03:35:01","2014-11-21 03:35:02","2014-11-21 03:40:00",\N,"COMPLETED","13046","1"
"252758554","987","2014-11-21 03:40:01",\N,"2014-11-21 03:40:00",\N,"STARTING","19198",\N
"252758605","987","2014-11-21 03:40:01","2014-11-21 03:40:01","2014-11-21 03:45:00",\N,"COMPLETED","19198","0"
"252763861","987","2014-11-21 03:45:01",\N,"2014-11-21 03:45:00",\N,"STARTING","26998",\N
"252764444","987","2014-11-21 03:45:01","2014-11-21 03:45:02","2014-11-21 03:50:00",\N,"COMPLETED","26998","1"
"252768902","987","2014-11-21 03:50:01",\N,"2014-11-21 03:50:00",\N,"STARTING","33293",\N
"252769274","987","2014-11-21 03:50:01","2014-11-21 03:50:01","2014-11-21 03:55:00",\N,"COMPLETED","33293","0"
"252774424","987","2014-11-21 03:55:01",\N,"2014-11-21 03:55:00",\N,"STARTING","40645",\N
"252774737","987","2014-11-21 03:55:01","2014-11-21 03:55:02","2014-11-21 04:00:00",\N,"COMPLETED","40645","1"
"252779452","987","2014-11-21 04:00:01",\N,"2014-11-21 04:00:00",\N,"STARTING","48053",\N
"252779555","987","2014-11-21 04:00:01","2014-11-21 04:00:02","2014-11-21 04:05:00",\N,"COMPLETED","48053","1"
"252784023","987","2014-11-21 04:05:01",\N,"2014-11-21 04:05:00",\N,"STARTING","6101",\N
"252784558","987","2014-11-21 04:05:01","2014-11-21 04:05:02","2014-11-21 04:10:00",\N,"COMPLETED","6101","1"
"252788990","987","2014-11-21 04:10:01",\N,"2014-11-21 04:10:00",\N,"STARTING","12870",\N
"252789101","987","2014-11-21 04:10:01","2014-11-21 04:10:01","2014-11-21 04:15:00",\N,"COMPLETED","12870","0"
"252794172","987","2014-11-21 04:15:01",\N,"2014-11-21 04:15:00",\N,"STARTING","20451",\N
"252794696","987","2014-11-21 04:15:01","2014-11-21 04:15:02","2014-11-21 04:20:00",\N,"COMPLETED","20451","1"
"252799094","987","2014-11-21 04:20:01",\N,"2014-11-21 04:20:00",\N,"STARTING","26684",\N
"252799401","987","2014-11-21 04:20:01","2014-11-21 04:20:02","2014-11-21 04:25:00",\N,"COMPLETED","26684","1"
"252804349","987","2014-11-21 04:25:01",\N,"2014-11-21 04:25:00",\N,"STARTING","33953",\N
"252804724","987","2014-11-21 04:25:01","2014-11-21 04:25:02","2014-11-21 04:30:00",\N,"COMPLETED","33953","1"
"252809356","987","2014-11-21 04:30:01",\N,"2014-11-21 04:30:00",\N,"STARTING","40114",\N
"252809459","987","2014-11-21 04:30:01","2014-11-21 04:30:02","2014-11-21 04:35:00",\N,"COMPLETED","40114","1"
"252813866","987","2014-11-21 04:35:01",\N,"2014-11-21 04:35:00",\N,"STARTING","47531",\N
"252814409","987","2014-11-21 04:35:01","2014-11-21 04:35:02","2014-11-21 04:40:00",\N,"COMPLETED","47531","1"
"252818784","987","2014-11-21 04:40:01",\N,"2014-11-21 04:40:00",\N,"STARTING","5226",\N
"252818945","987","2014-11-21 04:40:01","2014-11-21 04:40:01","2014-11-21 04:45:00",\N,"COMPLETED","5226","0"
"252823946","987","2014-11-21 04:45:01",\N,"2014-11-21 04:45:00",\N,"STARTING","12911",\N
"252824587","987","2014-11-21 04:45:01","2014-11-21 04:45:02","2014-11-21 04:50:00",\N,"COMPLETED","12911","1"
"252829080","987","2014-11-21 04:50:01",\N,"2014-11-21 04:50:00",\N,"STARTING","19327",\N
"252829454","987","2014-11-21 04:50:01","2014-11-21 04:50:02","2014-11-21 04:55:00",\N,"COMPLETED","19327","1"
"252834369","987","2014-11-21 04:55:01",\N,"2014-11-21 04:55:00",\N,"STARTING","26533",\N
"252834788","987","2014-11-21 04:55:01","2014-11-21 04:55:02","2014-11-21 05:00:00",\N,"COMPLETED","26533","1"
"252839462","987","2014-11-21 05:00:01",\N,"2014-11-21 05:00:00",\N,"STARTING","33446",\N
"252839592","987","2014-11-21 05:00:01","2014-11-21 05:00:02","2014-11-21 05:05:00",\N,"COMPLETED","33446","1"
"252844048","987","2014-11-21 05:05:01",\N,"2014-11-21 05:05:00",\N,"STARTING","40564",\N
"252844610","987","2014-11-21 05:05:01","2014-11-21 05:05:02","2014-11-21 05:10:00",\N,"COMPLETED","40564","1"
"252848909","987","2014-11-21 05:10:01",\N,"2014-11-21 05:10:00",\N,"STARTING","46791",\N
"252848983","987","2014-11-21 05:10:01","2014-11-21 05:10:01","2014-11-21 05:15:00",\N,"COMPLETED","46791","0"
"252854194","987","2014-11-21 05:15:01",\N,"2014-11-21 05:15:00",\N,"STARTING","5612",\N
"252854713","987","2014-11-21 05:15:01","2014-11-21 05:15:02","2014-11-21 05:20:00",\N,"COMPLETED","5612","1"
"252859140","987","2014-11-21 05:20:01",\N,"2014-11-21 05:20:00",\N,"STARTING","11883",\N
"252859483","987","2014-11-21 05:20:01","2014-11-21 05:20:01","2014-11-21 05:25:00",\N,"COMPLETED","11883","0"
"252864435","987","2014-11-21 05:25:01",\N,"2014-11-21 05:25:00",\N,"STARTING","19263",\N
"252864766","987","2014-11-21 05:25:01","2014-11-21 05:25:02","2014-11-21 05:30:00",\N,"COMPLETED","19263","1"
"252869507","987","2014-11-21 05:30:02",\N,"2014-11-21 05:30:00",\N,"STARTING","25702",\N
"252869656","987","2014-11-21 05:30:02","2014-11-21 05:30:02","2014-11-21 05:35:00",\N,"COMPLETED","25702","0"
"252874025","987","2014-11-21 05:35:01",\N,"2014-11-21 05:35:00",\N,"STARTING","32958",\N
"252874718","987","2014-11-21 05:35:01","2014-11-21 05:35:02","2014-11-21 05:40:00",\N,"COMPLETED","32958","1"
"252879099","987","2014-11-21 05:40:01",\N,"2014-11-21 05:40:00",\N,"STARTING","39382",\N
"252879264","987","2014-11-21 05:40:01","2014-11-21 05:40:01","2014-11-21 05:45:00",\N,"COMPLETED","39382","0"
"252884452","987","2014-11-21 05:45:01",\N,"2014-11-21 05:45:00",\N,"STARTING","46902",\N
"252884885","987","2014-11-21 05:45:01","2014-11-21 05:45:02","2014-11-21 05:50:00",\N,"COMPLETED","46902","1"
"252889627","987","2014-11-21 05:50:01",\N,"2014-11-21 05:50:00",\N,"STARTING","4190",\N
"252889906","987","2014-11-21 05:50:01","2014-11-21 05:50:02","2014-11-21 05:55:00",\N,"COMPLETED","4190","1"
"252895020","987","2014-11-21 05:55:02",\N,"2014-11-21 05:55:00",\N,"STARTING","11702",\N
"252895181","987","2014-11-21 05:55:02","2014-11-21 05:55:03","2014-11-21 06:00:00",\N,"COMPLETED","11702","1"
"252900105","987","2014-11-21 06:00:02",\N,"2014-11-21 06:00:00",\N,"STARTING","17993",\N
"252900174","987","2014-11-21 06:00:02","2014-11-21 06:00:02","2014-11-21 06:05:00",\N,"COMPLETED","17993","0"
"252904679","987","2014-11-21 06:05:01",\N,"2014-11-21 06:05:00",\N,"STARTING","25192",\N
"252905231","987","2014-11-21 06:05:01","2014-11-21 06:05:02","2014-11-21 06:10:00",\N,"COMPLETED","25192","1"
"252909744","987","2014-11-21 06:10:01",\N,"2014-11-21 06:10:00",\N,"STARTING","31475",\N
"252909892","987","2014-11-21 06:10:01","2014-11-21 06:10:01","2014-11-21 06:15:00",\N,"COMPLETED","31475","0"
"252915131","987","2014-11-21 06:15:01",\N,"2014-11-21 06:15:00",\N,"STARTING","39156",\N
"252915403","987","2014-11-21 06:15:01","2014-11-21 06:15:02","2014-11-21 06:20:00",\N,"COMPLETED","39156","1"
"252920245","987","2014-11-21 06:20:02",\N,"2014-11-21 06:20:00",\N,"STARTING","45612",\N
"252920485","987","2014-11-21 06:20:02","2014-11-21 06:20:02","2014-11-21 06:25:00",\N,"COMPLETED","45612","0"
"252924964","987","2014-11-21 06:25:01",\N,"2014-11-21 06:25:00",\N,"STARTING","4068",\N
"252925415","987","2014-11-21 06:25:01","2014-11-21 06:25:02","2014-11-21 06:30:00",\N,"COMPLETED","4068","1"
"252930028","987","2014-11-21 06:30:01",\N,"2014-11-21 06:30:00",\N,"STARTING","10633",\N
"252930313","987","2014-11-21 06:30:01","2014-11-21 06:30:01","2014-11-21 06:35:00",\N,"COMPLETED","10633","0"
"252935318","987","2014-11-21 06:35:01",\N,"2014-11-21 06:35:00",\N,"STARTING","17860",\N
"252935819","987","2014-11-21 06:35:01","2014-11-21 06:35:02","2014-11-21 06:40:00",\N,"COMPLETED","17860","1"
"252940426","987","2014-11-21 06:40:01",\N,"2014-11-21 06:40:00",\N,"STARTING","24805",\N
"252940532","987","2014-11-21 06:40:01","2014-11-21 06:40:01","2014-11-21 06:45:00",\N,"COMPLETED","24805","0"
"252945827","987","2014-11-21 06:45:02",\N,"2014-11-21 06:45:00",\N,"STARTING","32370",\N
"252946033","987","2014-11-21 06:45:02","2014-11-21 06:45:03","2014-11-21 06:50:00",\N,"COMPLETED","32370","1"
"252950894","987","2014-11-21 06:50:02",\N,"2014-11-21 06:50:00",\N,"STARTING","39111",\N
"252951028","987","2014-11-21 06:50:02","2014-11-21 06:50:02","2014-11-21 06:55:00",\N,"COMPLETED","39111","0"
"252955667","987","2014-11-21 06:55:01",\N,"2014-11-21 06:55:00",\N,"STARTING","46042",\N
"252956374","987","2014-11-21 06:55:01","2014-11-21 06:55:02","2014-11-21 07:00:00",\N,"COMPLETED","46042","1"
"252960819","987","2014-11-21 07:00:01",\N,"2014-11-21 07:00:00",\N,"STARTING","3831",\N
"252960926","987","2014-11-21 07:00:01","2014-11-21 07:00:01","2014-11-21 07:05:00",\N,"COMPLETED","3831","0"
"252966135","987","2014-11-21 07:05:01",\N,"2014-11-21 07:05:00",\N,"STARTING","11299",\N
"252966537","987","2014-11-21 07:05:01","2014-11-21 07:05:02","2014-11-21 07:10:00",\N,"COMPLETED","11299","1"
"252971357","987","2014-11-21 07:10:01",\N,"2014-11-21 07:10:00",\N,"STARTING","17474",\N
"252971529","987","2014-11-21 07:10:01","2014-11-21 07:10:02","2014-11-21 07:15:00",\N,"COMPLETED","17474","1"
"252975942","987","2014-11-21 07:15:01",\N,"2014-11-21 07:15:00",\N,"STARTING","25295",\N
"252976594","987","2014-11-21 07:15:01","2014-11-21 07:15:02","2014-11-21 07:20:00",\N,"COMPLETED","25295","1"
"252981002","987","2014-11-21 07:20:01",\N,"2014-11-21 07:20:00",\N,"STARTING","31860",\N
"252981277","987","2014-11-21 07:20:01","2014-11-21 07:20:01","2014-11-21 07:25:00",\N,"COMPLETED","31860","0"
"252986380","987","2014-11-21 07:25:01",\N,"2014-11-21 07:25:00",\N,"STARTING","38981",\N
"252986826","987","2014-11-21 07:25:01","2014-11-21 07:25:02","2014-11-21 07:30:00",\N,"COMPLETED","38981","1"
"252991270","987","2014-11-21 07:30:01",\N,"2014-11-21 07:30:00",\N,"STARTING","45256",\N
"252991401","987","2014-11-21 07:30:01","2014-11-21 07:30:01","2014-11-21 07:35:00",\N,"COMPLETED","45256","0"
"252996077","987","2014-11-21 07:35:01",\N,"2014-11-21 07:35:00",\N,"STARTING","3754",\N
"252996745","987","2014-11-21 07:35:01","2014-11-21 07:35:02","2014-11-21 07:40:00",\N,"COMPLETED","3754","1"
"253001088","987","2014-11-21 07:40:01",\N,"2014-11-21 07:40:00",\N,"STARTING","9907",\N
"253001328","987","2014-11-21 07:40:01","2014-11-21 07:40:01","2014-11-21 07:45:00",\N,"COMPLETED","9907","0"
"253006390","987","2014-11-21 07:45:01",\N,"2014-11-21 07:45:00",\N,"STARTING","17844",\N
"253006904","987","2014-11-21 07:45:01","2014-11-21 07:45:02","2014-11-21 07:50:00",\N,"COMPLETED","17844","1"
"253011507","987","2014-11-21 07:50:01",\N,"2014-11-21 07:50:00",\N,"STARTING","23926",\N
"253011682","987","2014-11-21 07:50:01","2014-11-21 07:50:02","2014-11-21 07:55:00",\N,"COMPLETED","23926","1"
"253016938","987","2014-11-21 07:55:02",\N,"2014-11-21 07:55:00",\N,"STARTING","31482",\N
"253017160","987","2014-11-21 07:55:02","2014-11-21 07:55:03","2014-11-21 08:00:00",\N,"COMPLETED","31482","1"
"253021491","987","2014-11-21 08:00:01",\N,"2014-11-21 08:00:00",\N,"STARTING","39945",\N
"253021614","987","2014-11-21 08:00:01","2014-11-21 08:00:01","2014-11-21 08:05:00",\N,"COMPLETED","39945","0"
"253026840","987","2014-11-21 08:05:01",\N,"2014-11-21 08:05:00",\N,"STARTING","46716",\N
"253027299","987","2014-11-21 08:05:01","2014-11-21 08:05:02","2014-11-21 08:10:00",\N,"COMPLETED","46716","1"
"253031833","987","2014-11-21 08:10:01",\N,"2014-11-21 08:10:00",\N,"STARTING","5708",\N
"253031984","987","2014-11-21 08:10:01","2014-11-21 08:10:01","2014-11-21 08:15:00",\N,"COMPLETED","5708","0"
"253036948","987","2014-11-21 08:15:02",\N,"2014-11-21 08:15:00",\N,"STARTING","13301",\N
"253037310","987","2014-11-21 08:15:02","2014-11-21 08:15:03","2014-11-21 08:20:00",\N,"COMPLETED","13301","1"
"253042133","987","2014-11-21 08:20:02",\N,"2014-11-21 08:20:00",\N,"STARTING","21167",\N
"253042289","987","2014-11-21 08:20:02","2014-11-21 08:20:02","2014-11-21 08:25:00",\N,"COMPLETED","21167","0"
"253046746","987","2014-11-21 08:25:01",\N,"2014-11-21 08:25:00",\N,"STARTING","28080",\N
"253047330","987","2014-11-21 08:25:01","2014-11-21 08:25:02","2014-11-21 08:30:00",\N,"COMPLETED","28080","1"
"253052057","987","2014-11-21 08:30:01",\N,"2014-11-21 08:30:00",\N,"STARTING","35899",\N
"253052217","987","2014-11-21 08:30:01","2014-11-21 08:30:01","2014-11-21 08:35:00",\N,"COMPLETED","35899","0"
"253057466","987","2014-11-21 08:35:01",\N,"2014-11-21 08:35:00",\N,"STARTING","42943",\N
"253057857","987","2014-11-21 08:35:01","2014-11-21 08:35:02","2014-11-21 08:40:00",\N,"COMPLETED","42943","1"
"253062651","987","2014-11-21 08:40:01",\N,"2014-11-21 08:40:00",\N,"STARTING","2176",\N
"253062826","987","2014-11-21 08:40:01","2014-11-21 08:40:02","2014-11-21 08:45:00",\N,"COMPLETED","2176","1"
"253067341","987","2014-11-21 08:45:01",\N,"2014-11-21 08:45:00",\N,"STARTING","9122",\N
"253068011","987","2014-11-21 08:45:01","2014-11-21 08:45:02","2014-11-21 08:50:00",\N,"COMPLETED","9122","1"
"253072331","987","2014-11-21 08:50:01",\N,"2014-11-21 08:50:00",\N,"STARTING","17100",\N
"253072752","987","2014-11-21 08:50:01","2014-11-21 08:50:01","2014-11-21 08:55:00",\N,"COMPLETED","17100","0"
"253078067","987","2014-11-21 08:55:01",\N,"2014-11-21 08:55:00",\N,"STARTING","24086",\N
"253078265","987","2014-11-21 08:55:01","2014-11-21 08:55:02","2014-11-21 09:00:00",\N,"COMPLETED","24086","1"
"253082903","987","2014-11-21 09:00:02",\N,"2014-11-21 09:00:00",\N,"STARTING","32596",\N
"253083087","987","2014-11-21 09:00:02","2014-11-21 09:00:02","2014-11-21 09:05:00",\N,"COMPLETED","32596","0"
"253087606","987","2014-11-21 09:05:01",\N,"2014-11-21 09:05:00",\N,"STARTING","39826",\N
"253088239","987","2014-11-21 09:05:01","2014-11-21 09:05:02","2014-11-21 09:10:00",\N,"COMPLETED","39826","1"
"253092679","987","2014-11-21 09:10:01",\N,"2014-11-21 09:10:00",\N,"STARTING","48147",\N
"253092917","987","2014-11-21 09:10:01","2014-11-21 09:10:01","2014-11-21 09:15:00",\N,"COMPLETED","48147","0"
"253098149","987","2014-11-21 09:15:01",\N,"2014-11-21 09:15:00",\N,"STARTING","7372",\N
"253098366","987","2014-11-21 09:15:01","2014-11-21 09:15:02","2014-11-21 09:20:00",\N,"COMPLETED","7372","1"
"253103154","987","2014-11-21 09:20:01",\N,"2014-11-21 09:20:00",\N,"STARTING","15730",\N
"253103377","987","2014-11-21 09:20:01","2014-11-21 09:20:02","2014-11-21 09:25:00",\N,"COMPLETED","15730","1"
"253107768","987","2014-11-21 09:25:01",\N,"2014-11-21 09:25:00",\N,"STARTING","23115",\N
